id,submission,sourceCode,author,memory,time,sent,countline,problems_id,verdicts_id,languages_id,isduplicated
26243,13612518,"n = input()
I = lambda: map(int, raw_input().split())
a = []
for i in range(n):
    a.append(I())
l = []
i = 0
while(i < len(a)):
    if a[i][2] < 0:
        for j in range(i + 1, len(a)):
            a[j][2] -= a[i][1]
        del a[i]
    else:
        l.append(i + 1)
        for j in range(i + 1, len(a)):
            a[j][2] -= max(a[i][0] - j + i + 1, 0)

    i += 1
print len(l)
print ' '.join(map(str, l))",6302,20,46,2015-10-14 21:09:08,20,22,2,13,0
26646,13625616,"import io
import math

n=list(map(int,input().split()))
koldet=n[0]
spisokdet=[]
res=0
spisokvosh=[]
for i in range(koldet):
    spisokdet.append(list(map(int,input().split())))
for i in range(koldet):
    if spisokdet[i][2]>=0:
        res+=1
        spisokvosh.append(i+1)
        v=spisokdet[i][0]
        for g in range(i+1,i+v+1 if i+1+v<=koldet else koldet):
            spisokdet[g][2]-=(v-(g-i-1))
    else:
        for e in range (i+1,koldet):
            spisokdet[e][2]-=spisokdet[i][1]
print(res)
for i in range(res):
    print( str( spisokvosh[i]),end=' ')",6372,8,62,2015-10-15 18:18:29,45,22,2,8,0
26656,13626390,"import io
import math

n=list(map(int,input().split()))
koldet=n[0]
spisokdet=[]
res=0
spisokvosh=[]
for i in range(koldet):
    spisokdet.append(list(map(int,input().split())))
for i in range(koldet):
    if spisokdet[i][2]>=0:
        res+=1
        spisokvosh.append(i+1)
        v=spisokdet[i][0]
        g=i+1
        while(v>0 and g<koldet):
            if (spisokdet[g][2]>=0):
                spisokdet[g][2]-=v
                v-=1
            g+=1
    else:
        for e in range (i+1,koldet):
            spisokdet[e][2]-=spisokdet[i][1]
print(res)
for i in range(res):
    print( str( spisokvosh[i]),end=' ')",6372,0,61,2015-10-15 19:11:30,53,22,2,8,0
26664,13626460,"ans = []

def gcd(x, y):
    while(True):
        if x == y:
            if x == 1:
                return True;
            else:
                return False;
        elif x > y:
            t = x // y;
            if y == 1:
                t -= 1
            ans.append(-t)
            x -= t * y
        else:
            t = y // x
            if x == 1:
                t -= 1
            ans.append(t)
            y -= t * x

x, y = map(long, raw_input().split())
if gcd(x, y) == False:
    print 'Impossible'
else:
    s = ''
    for t in ans:
        if t < 0:
            s += str(-t) + 'A'
        else:
            s += str(t) + 'B'
    print s",2986,8,62,2015-10-15 19:17:03,65,24,5,13,0
26666,13626525,"n = input()
if n % 4 == 0:
    print(4)
else:
    print(0)",6384,16,46,2015-10-15 19:22:26,5,27,2,13,1
26667,13626532,"n = input()
if n % 4 == 0:
    print(4)
else:
    print(0)",6384,4,31,2015-10-15 19:22:45,5,27,2,13,1
26669,13626565,"ans = []

def gcd(x, y):
    while(True):
        if x == y:
            if x == 1:
                return True;
            else:
                return False;
        elif x > y:
            t = (x-1) // y;
            ans.append(-t)
            x -= t * y
        else:
            t = (y-1) // x
            ans.append(t)
            y -= t * x

x, y = map(long, raw_input().split())
if gcd(x, y) == False:
    print 'Impossible'
else:
    s = ''
    for t in ans:
        if t < 0:
            s += str(-t) + 'A'
        else:
            s += str(t) + 'B'
    print s",2986,4,62,2015-10-15 19:25:51,57,24,1,13,0
26940,13668792,"n = int(input())

t = []
for i in range(n):
	t.append(list(map(int, input().split())))

can = []
generated = [(0, 0, 0)]
how = ['']

for i in range(n):
	q = len(generated)
	for n in range(q):
		now = generated[n]
		nowh = how[n]
		#LMW
		generated.append(( now[0] + t[i][0], now[1] + t[i][1], now[2] ))
		how.append(nowh+'LM\n')

		generated.append(( now[0] + t[i][0], now[1], now[2] + t[i][2] ))
		how.append(nowh+'LW\n')

		generated.append(( now[0], now[1] + t[i][1], now[2] + t[i][2] ))
		how.append(nowh+'MW\n')

	generated = generated[q:]
	how = how[q:]


ok = False
for key, i in enumerate(generated):
	if i[0] == i[1] == i[2]:
		print(how[key][:-1])
		ok = True
		break

if not ok:
	print('Impossible')",3683,252,61,2015-10-16 19:46:02,75,23,2,8,0
26944,13668881,"n = int(input())

ms = None

t = []
for i in range(n):
	t.append(list(map(int, input().split())))

	if ms is None: ms = t[-1][0]
	ms = min(t[-1]+[ms])

can = []
generated = [(0, 0, 0)]
how = ['']

for i in range(n):
	q = len(generated)
	for n in range(q):
		now = generated[n]
		nowh = how[n]
		#LMW
		generated.append(( now[0] + t[i][0], now[1] + t[i][1], now[2] ))
		how.append(nowh+'LM\n')

		generated.append(( now[0] + t[i][0], now[1], now[2] + t[i][2] ))
		how.append(nowh+'LW\n')

		generated.append(( now[0], now[1] + t[i][1], now[2] + t[i][2] ))
		how.append(nowh+'MW\n')

	generated = generated[q:]
	how = how[q:]


mw = None

for key, i in enumerate(generated):
	if i[0] == i[1] == i[2] and i[0] >= ms:
		ms = i[0]
		mw = key		

if mw is not None:
	print(how[mw])
else:
	print('Impossible')",3683,262144,2012,2015-10-16 19:52:03,89,23,6,8,0
27031,13679769,"from sys import stdin, stdout
from collections import deque

kids_corridor = deque([])
n = int(stdin.readline().rstrip())
screams_deque = deque([])

for number in xrange(1, n+1):
    vi, di, pi = map(int, stdin.readline().rstrip().split())
    kids_corridor.append((number, vi, di, pi))

healthy = deque([])




def resolve_screams_deque(screams_deque, kids_corridor):
    for scream in screams_deque:
        if scream[0] == 'cab':
            kids_corridor = scream_cabinet(scream[1], kids_corridor)
        elif scream[0] == 'cor':
            kids_corridor = scream_corridor(scream[1], kids_corridor)
    return kids_corridor


def scream_cabinet(scream_loudness, kids_corridor):
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        if scream_loudness - i > 0:
            kids_corridor_new.append((kid[0], kid[1], kid[2], kid[3] - (scream_loudness-i)))
        else:
            kids_corridor_new.append(kid)
    return kids_corridor_new


def scream_corridor(scream_loudness, kids_corridor):
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        kids_corridor_new.append((kid[0], kid[1], kid[2], kid[3] - scream_loudness))
    return kids_corridor_new

def check_runners(kids_corridor):
    screams_deque = deque([])
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        if kid[3] >= 0:
            kids_corridor_new.append(kid)
        else:
            screams_deque.append(('cor', kid[2]))
    return kids_corridor_new, screams_deque


while len(kids_corridor) > 0:
    scream_loudness = kids_corridor[0][1]
    healthy.append(kids_corridor.popleft())
    screams_deque.append(('cab', scream_loudness))
    while len(screams_deque) > 0:
        kids_corridor = resolve_screams_deque(screams_deque, kids_corridor)
        kids_corridor, screams_deque = check_runners(kids_corridor)




    # loudness = kids[0][1]
    # healthy.append(kids[0])
    # kids.popleft()
    # kids = scream_office(loudness, kids)


print len(healthy)
for kid in healthy:
    print kid[0],",6422,632,61,2015-10-17 11:35:31,143,22,2,13,1
27059,13685316,"from sys import stdin, stdout
from collections import deque

kids_corridor = deque([])
n = int(stdin.readline().rstrip())
screams_deque = deque([])

for number in xrange(1, n+1):
    vi, di, pi = map(int, stdin.readline().rstrip().split())
    kids_corridor.append((number, vi, di, pi))

healthy = deque([])




def resolve_screams_deque(screams_deque, kids_corridor):
    for scream in screams_deque:
        if scream[0] == 'cab':
            kids_corridor = scream_cabinet(scream[1], kids_corridor)
        elif scream[0] == 'cor':
            kids_corridor = scream_corridor(scream[1], kids_corridor)
    return kids_corridor


def scream_cabinet(scream_loudness, kids_corridor):
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        if scream_loudness - i > 0:
            kids_corridor_new.append((kid[0], kid[1], kid[2], kid[3] - (scream_loudness-i)))
        else:
            kids_corridor_new.append(kid)
    return kids_corridor_new


def scream_corridor(scream_loudness, kids_corridor):
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        kids_corridor_new.append((kid[0], kid[1], kid[2], kid[3] - scream_loudness))
    return kids_corridor_new

def check_runners(kids_corridor):
    screams_deque = deque([])
    kids_corridor_new = deque([])
    for i, kid in enumerate(kids_corridor):
        if kid[3] >= 0:
            kids_corridor_new.append(kid)
        else:
            screams_deque.append(('cor', kid[2]))
    return kids_corridor_new, screams_deque


while len(kids_corridor) > 0:
    scream_loudness = kids_corridor[0][1]
    healthy.append(kids_corridor.popleft())
    screams_deque.append(('cab', scream_loudness))
    while len(screams_deque) > 0:
        kids_corridor = resolve_screams_deque(screams_deque, kids_corridor)
        kids_corridor, screams_deque = check_runners(kids_corridor)




    # loudness = kids[0][1]
    # healthy.append(kids[0])
    # kids.popleft()
    # kids = scream_office(loudness, kids)


print len(healthy)
for kid in healthy:
    print kid[0],",6422,628,46,2015-10-17 13:01:56,143,22,2,13,1
27283,13723859,"import fractions
import sys

a, b = map(int, raw_input().split())
result = ''
while True:
	if fractions.gcd(a, b) != 1:
		print 'Impossible'
		sys.exit(0)
	c, d = a, b
	if a > b:
		r = a/b
		a, b = a - b*r, b
	else:
		r = b/a
		a, b = a, b - a*r
	result += str(r) + ('B' if c < d else 'A')
	
	if (a, b) == (1, 1):
		break
	if a == 1:
		result += str(b - a) + 'B'
		break
	elif b == 1:
		result += str(a - b) + 'A'
		break
	
print result",6462,5176,109,2015-10-19 11:26:01,28,24,2,13,0
27286,13723881,"import fractions
import sys

a, b = map(int, raw_input().split())
result = ''
while True:
	if fractions.gcd(a, b) != 1:
		print 'Impossible'
		sys.exit(0)
	if (a, b) == (1, 1):
		break
	if a == 1:
		result += str(b - a) + 'B'
		break
	elif b == 1:
		result += str(a - b) + 'A'
		break
	
	c, d = a, b
	if a > b:
		r = a/b
		a, b = a - b*r, b
	else:
		r = b/a
		a, b = a, b - a*r
	result += str(r) + ('B' if c < d else 'A')
	
print result",6462,5228,124,2015-10-19 11:27:44,28,24,1,13,0
27892,13853931,"def gcd(m, n):
    if m < n:
        m, n = n, m
    r = m % n
    while r:
        m, n = n, r
        r = m % n
    return n


def search(x, y):
    while True:
        if x == 1:
            ans.extend( [] if y == 1 else (str(y - 1) + 'B') )
            return
        if y == 1:
            ans.extend( [] if x == 1 else (str(x - 1) + 'A') )
            return
        if x < y:
            ans.append(str(y // x) + 'B')
            x, y = x, y % x
        else:
            ans.append(str(x // y) + 'A')
            x, y = x % y, y

a, b = [ int(i) for i in input().split() ]

if gcd(a, b) != 1:
    print(""Impossible"")
else:
    ans = []
    search(a, b)
    
    i, length = 0, len(ans)
    print(''.join(ans))",6547,12,46,2015-10-25 16:08:57,69,24,1,8,0
27895,13854071,"def gcd(m, n):
    if m < n:
        m, n = n, m
    r = m % n
    while r:
        m, n = n, r
        r = m % n
    return n

def search(x, y):
    global ans
    while True:
        if x == 1:
            ans = ans + ("""" if y == 1 else str(y - 1) + 'B')
            return
        if y == 1:
            ans = ans + ("""" if x == 1 else str(x - 1) + 'A')
            return
        if x < y:
            ans = ans + str(y // x) + 'B'
            x, y = x, y % x
        else:
            ans = ans + str(x // y) + 'A'
            x, y = x % y, y

a, b = [ int(i) for i in input().split() ]

if gcd(a, b) != 1:
    print(""Impossible"")
else:
    ans = """"
    search(a, b)
    print(ans)",6547,0,62,2015-10-25 16:24:36,65,24,1,8,0
28084,13911480,"def dfs(x,y):
    global f
    pos.append((x,y))
    y+=1
    if f or str(gr[x][y]).isalpha():
        return
    if y>=q-1:
        f=True
        return
    if not str(gr[x][y+1]).isalpha():
        if not str(gr[x][y+2]).isalpha():
            if (x,y+2) not in pos:
                dfs(x,y+2)
    if x>0:
        if not str(gr[x-1][y]).isalpha():
            if not str(gr[x-1][y+1]).isalpha():
                if not str(gr[x-1][y+2]).isalpha():
                    if (x-1,y+2) not in pos:
                        dfs(x-1,y+2)
    if x<2:
        if not str(gr[x+1][y]).isalpha():
            if not str(gr[x+1][y+1]).isalpha():
                if not str(gr[x+1][y+2]).isalpha():
                    if (x+1,y+2) not in pos:
                        dfs(x+1,y+2)


n=int(input())
for i in range(n):
    q,w=[int(i) for i in input().split()]
    gr=[]
    gr.append(input()+"" "")
    gr.append(input()+"" "")
    gr.append(input()+"" "")
    pos=[]
    f=False
    for i in range(3):
        if gr[i][0]=='s':
            gr[i]="" ""+gr[i][1:]
            dfs(i,0)
            break
    if f:
        print(""YES"")
    else:
        print(""NO"")",6576,240,62,2015-10-28 12:18:35,89,25,5,8,0
28085,13911548,"def dfs(x,y):
    global f
    pos.append((x,y))
    y+=1
    if f or str(gr[x][y]).isalpha():
        return
    if y>=q-1:
        f=True
        return
    if not str(gr[x][y+1]).isalpha():
        if not str(gr[x][y+2]).isalpha():
            if (x,y+2) not in pos:
                dfs(x,y+2)
    if x>0:
        if not str(gr[x-1][y]).isalpha():
            if not str(gr[x-1][y+1]).isalpha():
                if not str(gr[x-1][y+2]).isalpha():
                    if (x-1,y+2) not in pos:
                        dfs(x-1,y+2)
    if x<2:
        if not str(gr[x+1][y]).isalpha():
            if not str(gr[x+1][y+1]).isalpha():
                if not str(gr[x+1][y+2]).isalpha():
                    if (x+1,y+2) not in pos:
                        dfs(x+1,y+2)


n=int(input())
for i in range(n):
    q,w=[int(i) for i in input().split()]
    gr=list()
    gr.append(input()+""     "")
    gr.append(input()+""     "")
    gr.append(input()+""     "")
    pos=[]
    f=False
    for i in range(3):
        if gr[i][0]=='s':
            gr[i]="" ""+gr[i][1:]
            dfs(i,0)
            break
    if f:
        print(""YES"")
    else:
        print(""NO"")",6576,248,62,2015-10-28 12:24:43,89,25,1,8,0
28092,13912943,"n = input()
v = []
d = []
p = []
while (n>0):
    v1, d1, p1 = map(int, raw_input().split())
    v.append(v1)
    d.append(d1)
    p.append(p1)
    n-=1

ans = []
i = 0
tooth = 0
run = 0
minus = 0
minl = []
for i in range(len(p)):
    minl = [ x-1 for x in minl if x>0] 
    minus = sum(minl)
    temp = p[i] - (minus) - (run)
    if temp >= 0:       
        minl.append(v[i]+1)
        tooth +=1
        ans.append(i+1)
    else:
        run+=d[i]
print len(ans)
for x in ans:
    print x,",6578,28,46,2015-10-28 14:06:50,30,22,2,13,0
28096,13913370,"n = input()
v = []
d = []
p = []
while (n>0):
    v1, d1, p1 = map(int, raw_input().split())
    v.append(v1)
    d.append(d1)
    p.append(p1)
    n-=1

ans = []
i = 0
tooth = 0
run = 0
minus = 0
minl = []
j = 0
while (p!=[]):
    j+=1
    p0 = p.pop(0)
    d0 = d.pop(0)
    v0 = v.pop(0)
    if p0 >= 0:
        i=0
        while (i<len(p) and v0>0):
            if p[i]>0:
                p[i]-=v0
                v0-=1
            i+=1
        ans.append(j)
    else:
        p = [ x - d0 for x in p]
    
print len(ans)
for x in ans:
    print x,",6578,28,46,2015-10-28 14:31:33,37,22,2,13,0
28217,13950509,"n = int(input())
children = []
counter = 0
children_index = []
for _ in range(n):
    children.append(list(map(int, input().split())))
for i in range(len(children)):
    y = i + 1
    temp = children[i][0]
    if children[i][2] >= 0:
        counter += 1
        children_index.append(i + 1)
        while y < len(children) and y <= children[i][0]:
            if not children[y][2] < 0:
                children[y][2] -= temp
                if children[y][2] < 0:
                    for z in range(y + 1, len(children)):
                        children[z][2] -= children[y][1]
                if  temp > 0:
                    temp -= 1
            y += 1
print(counter)
print(' '.join(str(children_index[i]) for i in range(len(children_index))))",6596,0,46,2015-10-30 13:56:48,45,22,2,8,0
